Province/Regency/City,Year,Population,Luas wilayah (km2)[2],Gini,HDI,GDP
MINAHASA TENGGARA,2020,116323.0,730.63,0.36,70.51,5213518.88
BOLAANG MONGONDOW SELATAN,2020,69791.0,1932.6,0.33,65.0,2153237.67
BOLAANG MONGONDOW TIMUR,2020,88241.0,910.18,0.34,65.99,3080903.6
KOTA MANADO,2020,451916.0,162.53,0.36,78.93,36618403.14
KOTA BITUNG,2020,225134.0,313.51,0.35,74.1,17084995.56
KOTA TOMOHON,2020,100587.0,147.21,0.36,76.69,4371177.86
KOTA KOTAMOBAGU,2020,123722.0,184.33,0.32,72.97,3791274.78
SULAWESI TENGAH,2020,2985734.0,66418.8,0.326,69.55,
BANGGAI KEPULAUAN,2020,120142.0,2488.79,0.298,65.42,3833548.05
BANGGAI,2020,362275.0,9672.7,0.308,70.52,27360880.1
MOROWALI,2020,161727.0,5472.0,0.29,72.21,62148344.27
POSO,2020,244875.0,7112.25,0.311,71.28,9214474.12
DONGGALA,2020,300436.0,5275.69,0.276,65.56,11737411.49
TOLI-TOLI,2020,225154.0,4079.77,0.336,65.69,8320823.11
BUOL,2020,145254.0,4043.57,0.289,67.82,5637527.18
PARIGI MOUTONG,2020,440015.0,6231.85,0.293,65.44,17197683.9
TOJO UNA-UNA,2020,163829.0,5721.15,0.256,64.59,5586625.29
SIGI,2020,257585.0,5196.02,0.281,68.12,9029080.49
BANGGAI LAUT,2020,70435.0,725.67,0.251,65.43,2372478.16
MOROWALI UTARA,2020,120789.0,10004.28,0.319,68.36,11160860.58
KOTA PALU,2020,373218.0,395.06,0.304,81.47,24165891.06
SULAWESI SELATAN,2020,9073509.0,45119.16,0.389,71.93,
KEPULAUAN SELAYAR,2020,137071.0,1357.03,0.357,67.38,6392741.35
BULUKUMBA,2020,437607.0,1154.58,0.371,68.99,14565486.46
BANTAENG,2020,196716.0,395.83,0.344,68.73,8970476.77
JENEPONTO,2020,401610.0,749.79,0.349,64.26,10288558.63
TAKALAR,2020,300853.0,566.51,0.36,67.31,10220311.17
GOWA,2020,765836.0,1883.33,0.345,70.14,21531877.32
SINJAI,2020,259478.0,819.96,0.372,67.6,11325053.91
MAROS,2020,391774.0,1619.12,0.368,69.86,18621037.74
PANGKAJENE DAN KEPULAUAN,2020,345775.0,898.29,0.345,68.72,25662546.57
BARRU,2020,184452.0,1174.72,0.357,71.0,7432295.76
BONE,2020,801775.0,4559.0,0.404,66.06,36560640.4
SOPPENG,2020,235167.0,1500.0,0.403,68.67,11382122.02
WAJO,2020,379079.0,2506.19,0.355,69.15,19773053.62
SIDENRENG RAPPANG,2020,319990.0,1102.1,0.349,71.21,14073432.74
PINRANG,2020,403994.0,1961.77,0.375,71.26,20083012.97
ENREKANG,2020,225172.0,1786.01,0.366,72.76,7528639.59
LUWU,2020,365608.0,2909.08,0.396,70.51,16031067.61
TANA TORAJA,2020,280794.0,2054.3,0.348,68.75,7571142.15
LUWU UTARA,2020,322919.0,7502.58,0.344,69.57,13237249.37
LUWU TIMUR,2020,296741.0,6944.88,0.405,73.22,21529809.64
TORAJA UTARA,2020,261086.0,1151.47,0.384,69.33,9721428.13
KOTA MAKASAR,2020,1423877.0,175.77,0.4,82.25,178332992.8
KOTA PAREPARE,2020,151454.0,99.33,0.373,77.86,7323651.3
KOTA PALOPO,2020,184681.0,247.52,0.354,78.06,8025289.92
SULAWESI TENGGARA,2020,2615030.0,39439.18,0.389,71.45,
BUTON,2020,114800.0,1648.04,0.465,65.98,3816726.37
MUNA,2020,214750.0,2057.69,0.402,69.02,6983650.85
KONAWE,2020,255640.0,6087.68,0.335,71.35,10362225.67
KOLAKA,2020,237130.0,3283.59,0.32,73.45,25622949.15
KONAWE SELATAN,2020,307470.0,4237.74,0.316,68.2,11823219.79
BOMBANA,2020,150160.0,3316.16,0.339,66.05,6559653.39
WAKATOBI,2020,110880.0,473.62,0.336,69.48,4429269.33
KOLAKA UTARA,2020,137000.0,3392.0,0.354,69.31,8835243.98
BUTON UTARA,2020,66270.0,1923.03,0.376,67.87,3211187.78
KONAWE UTARA,2020,67510.0,5101.76,0.348,69.86,3966227.31
KOLAKA TIMUR,2020,120330.0,3992.53,0.312,67.02,4496336.7
KONAWE KEPULAUAN,2020,36900.0,867.58,0.331,65.41,1398579.7
MUNA BARAT,2020,84200.0,1022.89,0.369,65.08,2618031.13
BUTON TENGAH,2020,113960.0,958.0,0.285,64.37,2428673.5
BUTON SELATAN,2020,94680.0,510.0,0.367,64.93,2874729.8
KOTA KENDARI,2020,344540.0,271.8,0.374,83.53,22045697.95
KOTA BAUBAU,2020,158820.0,295.07,0.444,75.9,9075847.22
GORONTALO,2020,1171681.0,12776.62,0.41,68.68,
BOALEMO,2020,145868.0,2567.36,0.41,65.91,5490261.32
KAB GORONTALO,2020,393107.0,2124.6,0.41,66.92,13044896.59
POHUWATO,2020,146432.0,4244.31,0.41,65.37,6736096.55
BONE BOLANGO,2020,162778.0,1984.31,0.41,69.98,4648780.64
GORONTALO UTARA,2020,124957.0,1777.02,0.41,64.86,3429387.62
KOTA GORONTALO,2020,198539.0,79.02,0.41,77.13,8535980.21
SULAWESI BARAT,2020,1419229.0,17100.53,0.364,66.11,
MAJENE,2020,174407.0,947.84,0.361,66.91,4986821.27
POLEWALI MANDAR,2020,478534.0,2022.3,0.345,63.84,13272645.66
MAMASA,2020,163383.0,3005.88,0.444,66.02,2991984.64
MAMUJU,2020,278764.0,4979.89,0.373,68.15,11700056.01
MAMUJU UTARA / PASANGKAYU,2020,188861.0,3043.75,0.314,67.79,
MAMUJU TENGAH,2020,135280.0,3100.87,0.314,65.71,3213398.65
MALUKU,2020,1848923.0,46914.03,0.32,69.49,
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2020,123572.0,4465.79,0.32,62.86,
MALUKU TENGGARA,2020,121511.0,1031.81,0.32,66.2,3260396.32
MALUKU TENGAH,2020,423094.0,7953.81,0.32,71.25,8719172.19
BURU,2020,135238.0,4932.32,0.32,68.95,2424732.26
KEPULAUAN ARU,2020,102237.0,8152.42,0.32,63.71,3503735.49
SERAM BAGIAN BARAT,2020,212393.0,5033.38,0.32,65.62,3029729.51
SERAM BAGIAN TIMUR,2020,137972.0,6429.88,0.32,64.12,2914079.35
MALUKU BARAT DAYA,2020,81928.0,4581.06,0.32,61.9,1670538.75
BURU SELATAN,2020,75410.0,3780.56,0.32,64.69,1418560.52
KOTA AMBON,2020,347288.0,298.61,0.32,80.84,14706629.91
KOTA TUAL,2020,88280.0,254.39,0.32,67.96,2491340.85
MALUKU UTARA,2020,1282937.0,31982.5,0.308,68.49,
HALMAHERA BARAT,2020,132349.0,1704.2,0.239,65.31,2276383.81
HALMAHERA TENGAH,2020,56802.0,2653.76,0.328,65.42,3291698.44
KEPULAUAN SULA,2020,104082.0,3304.32,0.297,63.53,2507630.61
HALMAHERA SELATAN,2020,248395.0,8148.9,0.256,63.84,8714826.58
HALMAHERA UTARA,2020,197638.0,3896.9,0.283,67.5,5689636.66
HALMAHERA TIMUR,2020,91707.0,6571.37,0.296,66.75,3541281.12
PULAU MOROTAI,2020,74436.0,2476.0,0.254,62.5,1572463.55
PULAU TALIABU,2020,58047.0,1469.93,0.248,60.48,1481429.22
KOTA TERNATE,2020,205001.0,111.39,0.272,79.82,10480199.66
KOTA TIDORE KEPULAUAN,2020,114480.0,1645.73,0.258,70.53,2939566.79
PAPUA BARAT,2020,1134068.0,64134.66,0.382,65.09,
FAKFAK,2020,85197.0,14320.0,0.397,68.36,5200934.32
KAIMANA,2020,62256.0,16241.84,0.407,65.0,2699399.61
TELUK WONDAMA,2020,41644.0,3959.53,0.41,60.21,1538381.19
TELUK BINTUNI,2020,87083.0,20840.83,0.39,64.55,31006052.11
MANOKWARI,2020,192663.0,3186.28,0.381,72.01,9327745.73
SORONG SELATAN,2020,52469.0,6594.31,0.444,62.42,1859607.07
SORONG,2020,118679.0,6544.23,0.416,65.74,10791867.4
RAJA AMPAT,2020,64141.0,8034.44,0.406,63.89,2983263.57
TAMBRAUW,2020,28379.0,11529.18,0.351,53.45,238735.82
MAYBRAT,2020,42991.0,5461.69,0.387,59.52,732067.73
MANOKWARI SELATAN,2020,35949.0,2812.44,0.363,59.84,832753.47
PEGUNUNGAN ARFAK,2020,38207.0,2773.74,0.329,56.33,226967.77
KOTA SORONG,2020,284410.0,656.64,0.288,78.45,15639292.75
PAPUA,2020,3379302.0,78346.39,0.392,60.44,
MERAUKE,2020,227411.0,44071.0,0.38,70.09,16026177.57
JAYAWIJAYA,2020,217887.0,13925.31,0.342,58.03,8255378.36
JAYAPURA,2020,131802.0,11157.15,0.432,71.69,15974726.72
NABIRE,2020,150308.0,11112.61,0.349,68.83,11178380.9
KEPULAUAN YAPEN,2020,101204.0,2050.0,0.4,67.66,4150234.46
BIAK NUMFOR,2020,152401.0,2602.0,0.401,72.19,5223669.5
PANIAI,2020,177410.0,6525.25,0.38,56.31,4283393.78
PUNCAK JAYA,2020,129300.0,5996.94,0.376,48.37,1387234.12
MIMIKA,2020,219689.0,21633.0,0.339,74.19,63716335.09
BOVEN DIGOEL,2020,69211.0,27108.0,0.448,61.53,4820544.4
MAPPI,2020,103292.0,24118.0,0.427,58.15,2991706.66
ASMAT,2020,97490.0,31983.69,0.403,50.55,2569009.86
YAHUKIMO,2020,190887.0,17152.0,0.394,49.37,2504255.58
PEGUNUNGAN BINTANG,2020,75788.0,15683.0,0.448,45.44,1968754.16
TOLIKARA,2020,139111.0,14564.0,0.388,49.5,1672316.2
SARMI,2020,40515.0,17742.0,0.424,63.63,2937445.8
KEEROM,2020,57100.0,8390.0,0.396,66.4,2925043.71
WAROPEN,2020,31514.0,10977.09,0.346,64.94,2044753.02
SUPIORI,2020,20710.0,678.32,0.319,62.3,1042046.53
MAMBERAMO RAYA,2020,24086.0,23813.91,0.211,51.78,1722344.09
NDUGA,2020,98595.0,12941.0,0.187,31.55,1269942.27
LANNY JAYA,2020,178995.0,6077.4,0.281,47.86,1930042.15
MAMBERAMO TENGAH,2020,48201.0,3743.64,0.33,47.57,1213549.36
YALIMO,2020,62605.0,4330.29,0.362,48.34,1283663.57
PUNCAK,2020,113204.0,8055.0,0.302,43.04,1438051.2
DOGIYAI,2020,97902.0,4237.4,0.326,54.84,1355634.4
INTAN JAYA,2020,49293.0,3922.02,0.269,47.79,1273026.86
DEIYAI,2020,73199.0,537.39,0.357,49.46,1435664.55
KOTA JAYAPURA,2020,300192.0,935.92,0.278,79.94,32019125.94
ACEH,2021,5333733.0,56834.77,0.324,72.18,
SIMEULUE,2021,93762.0,1821.75,0.31,66.41,2440961.41
ACEH SINGKIL,2021,128384.0,1852.82,0.337,69.22,2702914.47
ACEH SELATAN,2021,23463.0,4175.38,0.295,67.44,5960868.39
ACEH TENGGARA,2021,224119.0,4179.12,0.247,69.44,5401589.45
ACEH TIMUR,2021,427032.0,5409.41,0.271,67.83,11654830.15
ACEH TENGAH,2021,218684.0,4468.42,0.29,73.37,7999947.6
ACEH BARAT,2021,200579.0,2782.87,0.295,71.67,10007107.86
ACEH BESAR,2021,409527.0,2891.48,0.296,73.58,14023478.15
PIDIE,2021,439398.0,3177.49,0.22,70.7,11322893.27
BIREUEN,2021,439788.0,1796.99,0.296,72.33,14056534.53
ACEH UTARA,2021,608106.0,2705.26,0.283,69.46,23192935.1
ACEH BARAT DAYA,2021,152657.0,1882.28,0.282,66.99,4134847.2
GAYO LUES,2021,101102.0,5541.29,0.264,67.56,2854808.79
ACEH TAMIANG,2021,297522.0,2187.66,0.276,69.48,8862480.82
NAGAN RAYA,2021,170591.0,3524.16,0.257,69.31,9185404.46
ACEH JAYA,2021,94418.0,3872.35,0.312,69.84,2851397.37
BENER MERIAH,2021,164522.0,1907.4,0.255,73.27,4961937.18
PIDIE JAYA,2021,160327.0,939.0,0.236,73.6,3669650.72
BANDA ACEH,2021,255029.0,56.77,0.347,,
SABANG,2021,42066.0,122.06,0.293,,
LANGSA,2021,188878.0,224.24,0.34,,
LHOKSEUMAWE,2021,189941.0,132.97,0.296,,
SUBULUSSALAM,2021,92671.0,1183.6,0.303,,
SUMATERA UTARA,2021,14936148.0,72460.76,0.315,72.0,
NIAS,2021,147794.0,902.4,0.245,62.74,4221862.94
MANDAILING NATAL,2021,478062.0,6547.26,0.24,67.19,14880421.96
TAPANULI SELATAN,2021,303685.0,4201.04,0.256,70.33,15471446.89
TAPANULI TENGAH,2021,369300.0,2307.68,0.292,69.61,10618746.39
TAPANULI UTARA,2021,315222.0,3895.6,0.277,73.76,8800075.99
TOBA SAMOSIR / TOBA,2021,208754.0,2291.62,0.272,75.39,
LABUHAN BATU,2021,499982.0,2772.38,0.256,72.09,37606878.29
ASAHAN,2021,777626.0,3737.83,0.244,70.49,41994241.94
SIMALUNGUN,2021,1003727.0,4601.48,0.264,73.4,42576878.66
DAIRI,2021,311665.0,2083.6,0.227,71.84,9710798.66
KARO,2021,409077.0,2206.88,0.233,74.83,21824143.93
DELI SERDANG,2021,1941374.0,2581.23,0.263,75.53,115306307.7
LANGKAT,2021,1034519.0,6140.04,0.238,71.35,46301203.75
NIAS SELATAN,2021,366163.0,2531.7,0.241,62.35,7420629.16
HUMBANG HASUNDUTAN,2021,199719.0,2351.51,0.304,69.41,6356726.89
PAKPAK BHARAT,2021,53315.0,1365.61,0.242,67.94,1270714.86
SAMOSIR,2021,137696.0,1850.04,0.274,70.83,4755233.29
SERDANG BEDAGAI,2021,662076.0,1949.18,0.229,70.56,30418853.85
BATU BARA,2021,413171.0,888.14,0.24,68.58,37197713.59
PADANG LAWAS UTARA,2021,263551.0,3945.56,0.255,70.11,13137918.34
PADANG LAWAS,2021,263719.0,3914.41,0.253,68.64,13139141.72
LABUHAN BATU SELATAN,2021,316798.0,3079.61,0.232,71.69,30754125.33
LABUHAN BATU UTARA,2021,385869.0,3686.01,0.243,71.87,27400504.4
NIAS UTARA,2021,14879.0,1238.06,0.236,62.82,3875066.13
NIAS BARAT,2021,90585.0,464.22,0.224,61.99,2019877.91
KOTA SIBOLGA,2021,89932.0,11.47,0.276,73.94,5796108.12
KOTA TANJUNG BALAI,2021,17764.0,60.07,0.248,68.94,9632703.56
KOTA PEMATANG SIANTAR,2021,270768.0,75.92,0.308,79.17,14208225.58
KOTA TEBING TINGGI,2021,174969.0,39.17,0.344,75.42,6349945.28
KOTA MEDAN,2021,2460858.0,279.29,0.402,81.21,254721318.8
KOTA BINJAI,2021,295361.0,93.77,0.29,76.01,12317148.23
KOTA PADANGSIDIMPUAN,2021,227674.0,159.3,0.31,75.48,6784395.75
KOTA GUNUNGSITOLI,2021,136707.0,208.68,0.317,69.61,6017546.51
SUMATERA BARAT,2021,5580232.0,42119.59,0.306,72.65,
KEPULAUAN MENTAWAI,2021,88389.0,5983.22,0.321,61.35,4843813.95
PESISIR SELATAN,2021,509618.0,6045.65,0.253,70.03,14927572.58
SOLOK,2021,394237.0,3590.4,0.246,69.24,14178062.2
SIJUNJUNG,2021,237313.0,3150.58,0.27,67.86,9566572.91
TANAH DATAR,2021,373693.0,1377.19,0.25,72.46,13590935.7
PADANG PARIAMAN,2021,433018.0,1342.27,0.269,70.76,18455088.03
AGAM,2021,534202.0,2226.27,0.272,72.57,21351359.64
LIMA PULUH KOTA,2021,385634.0,3273.41,0.244,69.68,16182473.43
PASAMAN,2021,303103.0,3902.44,0.248,66.77,9433249.73
SOLOK SELATAN,2021,184854.0,3282.14,0.277,69.23,5777977.93
DHARMASRAYA,2021,231217.0,2920.93,0.268,71.76,10754664.96
PASAMAN BARAT,2021,436313.0,3852.99,0.261,68.76,15931875.79
KOTA PADANG,2021,913448.0,694.38,0.343,82.9,65179471.01
KOTA SOLOK,2021,74469.0,58.72,0.277,78.41,4251892.56
KOTA SAWAH LUNTO,2021,65687.0,231.95,0.295,72.88,3850697.74
KOTA PADANG PANJANG,2021,56971.0,23.56,0.306,77.97,3651118.22
KOTA BUKITTINGGI,2021,121588.0,24.17,0.286,80.7,9026564.58
KOTA PAYAKUMBUH,2021,141184.0,74.55,0.316,79.08,7303109.35
KOTA PARIAMAN,2021,95294.0,64.77,0.301,77.07,5258657.04
RIAU,2021,6493603.0,89935.89,326.0,72.94,
KUANTAN SINGINGI,2021,339894.0,5457.86,264.0,70.6,38769359.13
INDRAGIRI HULU,2021,453241.0,7871.85,305.0,70.01,47761636.02
INDRAGIRI HILIR,2021,658025.0,13521.26,297.0,66.63,73393634.02
PELALAWAN,2021,399264.0,13262.11,294.0,72.08,57618561.1
SIAK,2021,466683.0,7805.54,295.0,73.98,89636127.78
KAMPAR,2021,857752.0,10352.8,281.0,73.02,86455977.62
ROKAN HULU,2021,570952.0,7658.15,296.0,69.67,42177506.45
BENGKALIS,2021,573504.0,8616.36,273.0,73.58,139613491.4
ROKAN HILIR,2021,646791.0,9068.46,257.0,69.34,80102629.39
KEPULAUAN MERANTI,2021,20946.0,3623.56,278.0,65.7,21093086.19
KOTA PEKANBARU,2021,994585.0,638.33,391.0,81.58,126530123.1
KOTA DUMAI,2021,323452.0,2059.61,345.0,74.75,39946105.99
JAMBI,2021,3585100.0,49026.59,0.321,71.63,
KERINCI,2021,251900.0,3445.2,0.28,71.45,11237959.76
MERANGIN,2021,355700.0,7540.12,0.29,69.53,17837616.79
SAROLANGUN,2021,293600.0,5935.89,320.0,70.25,16558802.07
BATANG HARI,2021,306700.0,5387.52,0.31,70.11,18809585.54
MUARO JAMBI,2021,406800.0,5225.8,320.0,69.55,27596969.47
TANJUNG JABUNG TIMUR,2021,231800.0,4546.62,0.25,64.91,21783617.19
TANJUNG JABUNG BARAT,2021,320600.0,5546.06,0.25,68.16,42080582.43
TEBO,2021,340900.0,6103.74,0.3,69.35,16951480.67
BUNGO,2021,367200.0,4760.83,0.3,70.15,20089145.85
KOTA JAMBI,2021,612200.0,169.89,0.35,79.12,31893581.19
KOTA SUNGAI PENUH,2021,97800.0,364.92,0.31,75.7,7980858.72
SUMATERA SELATAN,2021,8550849.0,86771.7,0.341,70.24,
OGAN KOMERING ULU,2021,371106.0,3774.5,0.347,69.6,15731556.98
OGAN KOMERING ILIR,2021,772742.0,17071.33,0.299,67.17,31284659.12
MUARA ENIM,2021,617846.0,6763.91,0.337,68.86,69651968.07
LAHAT,2021,434939.0,4333.07,0.298,67.58,19515736.56
MUSI RAWAS,2021,398732.0,6122.59,0.277,67.01,20415494.66
MUSI BANYUASIN,2021,62707.0,14550.79,0.326,68.1,72744724.68
BANYU ASIN,2021,843871.0,12262.76,0.32,67.13,30993963.76
OGAN KOMERING ULU SELATAN,2021,416616.0,4369.25,0.291,65.34,9531358.4
OGAN KOMERING ULU TIMUR,2021,653062.0,3412.72,0.299,69.58,16244760.05
OGAN ILIR,2021,419401.0,2302.86,0.28,67.17,12050381.28
EMPAT LAWANG,2021,343839.0,2234.1,0.357,65.39,5392035.97
PENUKAL ABAB LEMATANG ILIR,2021,197290.0,1842.56,0.331,64.88,7527336.06
MUSI RAWAS UTARA,2021,190420.0,5937.8,0.28,64.93,7745107.6
KOTA PALEMBANG,2021,1686073.0,352.51,0.353,78.72,162137295.5
KOTA PRABUMULIH,2021,195748.0,447.31,0.382,74.67,8346926.47
KOTA PAGAR ALAM,2021,145266.0,625.91,0.328,68.68,3002935.38
KOTA LUBUKLINGGAU,2021,236828.0,367.73,0.361,74.89,7030467.87
BENGKULU,2021,2037019.0,20128.35,0.326,71.64,
BENGKULU SELATAN,2021,170559.0,1219.22,0.3,70.75,6196612.34
REJANG LEBONG,2021,281748.0,1559.42,0.35,70.77,10091527.86
BENGKULU UTARA,2021,293465.0,4481.99,0.31,69.28,9854645.73
KAUR,2021,131606.0,2608.56,0.28,67.17,3900866.44
SELUMA,2021,213662.0,2432.16,0.25,67.03,5053600.65
MUKOMUKO,2021,190936.0,4138.68,0.26,68.64,5693090.06
LEBONG,2021,108856.0,1666.62,0.27,67.46,3627781.81
KEPAHIANG,2021,152932.0,738.97,0.28,68.62,4748460.94
BENGKULU TENGAH,2021,118561.0,1132.38,0.25,67.96,5466242.46
KOTA BENGKULU,2021,374694.0,150.35,0.38,80.54,24974924.45
LAMPUNG,2021,9081792.0,33570.25,0.323,69.9,
LAMPUNG BARAT,2021,302749.0,2107.99,0.281,67.9,7482740.24
TANGGAMUS,2021,645807.0,2947.59,0.265,66.65,16337174.45
LAMPUNG SELATAN,2021,1071727.0,2227.38,0.268,68.49,46426125.14
LAMPUNG TIMUR,2021,1118115.0,3860.92,0.284,69.66,43850059.63
LAMPUNG TENGAH,2021,1477395.0,4559.57,0.291,70.23,74335949.95
LAMPUNG UTARA,2021,634117.0,2669.3,0.275,67.89,24865074.77
WAY KANAN,2021,476871.0,3522.11,0.283,67.57,14661891.51
TULANGBAWANG,2021,430630.0,3116.06,0.292,68.73,24164764.55
PESAWARAN,2021,481708.0,1288.08,0.299,66.14,16845043.63
PRINGSEWU,2021,406823.0,617.19,0.277,70.45,11662927.85
MESUJI,2021,229772.0,2200.41,0.272,64.04,10894431.59
TULANG BAWANG BARAT,2021,287707.0,1257.09,0.282,66.22,11960549.91
PESISIR BARAT,2021,163641.0,2939.6,0.322,64.3,4896560.88
KOTA BANDAR LAMPUNG,2021,1184949.0,183.75,0.344,77.58,61525514.56
KOTA METRO,2021,169781.0,73.21,0.309,77.49,6576893.19
KEP BANGKA BELITUNG,2021,1473165.0,16690.13,,,
BANGKA,2021,329911.0,3016.85,0.256,72.46,16166007.55
BELITUNG,2021,184004.0,2270.71,0.256,72.57,11011041.86
BANGKA BARAT,2021,206786.0,2851.41,0.256,69.6,15431570.35
BANGKA TENGAH,2021,201861.0,2259.98,0.256,70.89,9372097.88
BANGKA SELATAN,2021,200051.0,3598.24,0.256,67.06,9776172.96
BELITUNG TIMUR,2021,128564.0,2588.4,0.256,71.42,8882481.99
KOTA PANGKAL PINANG,2021,221988.0,104.54,0.256,78.57,15375991.21
KEPULAUAN RIAU,2021,2082785.0,8269.71,0.339,75.79,
KARIMUN,2021,260620.0,930.45,0.307,71.7,14195741.34
BINTAN,2021,168754.0,1317.15,0.272,74.57,21251125.59
NATUNA,2021,82656.0,1999.16,0.3,73.09,20870156.14
LINGGA,2021,101994.0,2210.82,0.289,65.83,4499271.67
KEPULAUAN ANAMBAS,2021,47916.0,627.03,0.304,69.23,16697525.6
KOTA BATAM,2021,1193088.0,1034.73,0.334,81.12,172843903.8
KOTA TANJUNG PINANG,2021,227757.0,150.37,0.347,78.93,20099373.55
DKI JAKARTA,2021,10609681.0,664.01,0.409,81.11,
KEP SERIBU,2021,28240.0,10.18,,,
KOTA JAKARTA SELATAN,2021,2233855.0,154.32,0.383,84.9,668427460.1
KOTA JAKARTA TIMUR,2021,3056300.0,182.7,0.374,82.97,500421580.7
KOTA JAKARTA PUSAT,2021,1066460.0,52.38,0.397,81.56,728074607.5
KOTA JAKARTA BARAT,2021,2440073.0,124.44,0.366,81.76,493802942.5
KOTA JAKARTA UTARA,2021,1784753.0,139.99,0.515,80.51,536002760.3
JAWA BARAT,2021,48782400.0,35377.76,0.412,72.45,
BOGOR,2021,5327131.0,2710.62,0.396,70.6,248892476.1
SUKABUMI,2021,353631.0,4145.7,0.343,67.07,70738039.35
CIANJUR,2021,2437838.0,3840.16,0.372,65.56,50137664.64
BANDUNG,2021,2527854.0,1767.96,0.386,72.73,130476828.5
GARUT,2021,2628725.0,3074.07,0.322,66.45,60836393.3
TASIKMALAYA,2021,731606.0,2551.19,0.378,65.9,39285636.36
CIAMIS,2021,1263198.0,1414.71,0.342,70.93,33688053.94
KUNINGAN,2021,1198814.0,1110.56,0.349,69.71,26919102.72
CIREBON,2021,2365048.0,984.52,0.339,69.12,52309936.87
MAJALENGKA,2021,1323854.0,1204.24,0.354,67.81,34200677.5
SUMEDANG,2021,1165047.0,1518.33,0.359,71.8,37250246.15
INDRAMAYU,2021,1885172.0,2040.11,0.321,67.64,81594848.56
SUBANG,2021,1596179.0,1893.95,0.329,69.13,42292910.51
PURWAKARTA,2021,1001338.0,825.74,0.388,70.98,70778245.68
KARAWANG,2021,2406895.0,1652.2,0.374,70.94,243713323.3
BEKASI,2021,3022787.0,1224.88,0.34,74.45,340389974.5
BANDUNG BARAT,2021,1780767.0,1305.77,0.356,68.29,48764313.89
PANGANDARAN,2021,432599.0,1010.0,0.32,68.28,12129690.95
KOTA BOGOR,2021,1091396.0,118.5,0.441,76.59,48325644.61
KOTA SUKABUMI,2021,353631.0,48.25,0.436,74.6,13053044.18
KOTA BANDUNG,2021,2527854.0,167.67,0.427,81.96,297116262.9
KOTA CIREBON,2021,343667.0,37.36,0.489,75.25,24506594.05
KOTA BEKASI,2021,2468448.0,206.61,0.401,81.95,101383360.7
KOTA DEPOK,2021,1893321.0,200.29,0.367,81.37,74382336.08
KOTA CIMAHI,2021,560746.0,39.27,0.415,78.06,34244468.76
KOTA TASIKMALAYA,2021,731606.0,171.61,0.414,73.31,22844023.67
KOTA BANJAR,2021,205732.0,113.49,0.341,71.92,4656636.12
JAWA TENGAH,2021,36742501.0,32817.69,0.372,72.16,
CILACAP,2021,1963824.0,2124.47,0.34,70.42,109653598.2
BANYUMAS,2021,1789630.0,1335.3,0.364,72.44,56919815.96
PURBALINGGA,2021,1007794.0,677.55,0.365,69.15,26393807.46
BANJARNEGARA,2021,1026866.0,1023.73,0.365,67.86,22827887.3
KEBUMEN,2021,1361913.0,1211.74,0.35,70.05,29563144.02
PURWOREJO,2021,773588.0,1091.49,0.337,72.98,19602717.78
WONOSOBO,2021,886613.0,981.41,0.384,68.43,19856862.36
MAGELANG,2021,1305512.0,1102.93,0.384,70.12,34176312.43
BOYOLALI,2021,1070247.0,1008.45,0.364,74.4,34896960.78
KLATEN,2021,1267272.0,658.22,0.351,76.12,42271255.88
SUKOHARJO,2021,911603.0,489.12,0.373,77.13,38990458.19
WONOGIRI,2021,1049292.0,1793.67,0.356,70.49,30581452.94
KARANGANYAR,2021,938808.0,775.44,0.387,75.99,39157912.6
SRAGEN,2021,983641.0,941.54,0.313,74.08,40087775.48
GROBOGAN,2021,1460873.0,2013.86,0.348,70.41,28815024.86
BLORA,2021,886147.0,1821.59,0.32,69.37,26928608.47
REMBANG,2021,647766.0,887.13,0.332,70.43,20071106.77
PATI,2021,1330983.0,1489.19,0.332,72.28,45565935.33
KUDUS,2021,852443.0,425.15,0.328,75.16,108726467.8
JEPARA,2021,1188510.0,1059.25,0.329,72.36,32045698.36
DEMAK,2021,1212377.0,900.12,0.283,72.57,27649980.0
SEMARANG,2021,1059844.0,950.21,0.376,74.24,51796320.01
TEMANGGUNG,2021,794403.0,837.71,0.374,69.88,22627791.48
KENDAL,2021,1025020.0,1118.13,0.377,72.5,45164800.8
BATANG,2021,807005.0,788.65,0.303,68.92,23125755.99
PEKALONGAN,2021,976504.0,837.0,0.308,70.11,24030300.26
PEMALANG,2021,1484209.0,1118.03,0.333,66.56,27443892.73
TEGAL,2021,1608611.0,876.1,0.322,68.79,37334993.58
BREBES,2021,1992685.0,1902.37,0.35,66.32,48966236.57
KOTA MAGELANG,2021,121610.0,16.06,0.452,79.43,9178749.62
KOTA SURAKARTA,2021,522728.0,46.01,0.379,82.62,50371564.19
KOTA SALATIGA,2021,193525.0,57.36,0.411,83.6,14008905.62
KOTA SEMARANG,2021,1656564.0,373.78,0.427,83.55,204871001.7
KOTA PEKALONGAN,2021,308310.0,45.25,0.357,75.4,11460582.99
KOTA TEGAL,2021,275781.0,39.68,0.384,75.52,16017044.53
D I YOGYAKARTA,2021,3712896.0,3185.81,0.441,80.22,
KULON PROGO,2021,443283.0,586.27,0.367,74.71,12599819.55
BANTUL,2021,998647.0,506.86,0.441,80.28,28123173.73
GUNUNG KIDUL,2021,758168.0,1485.36,0.323,70.16,20427097.24
