Regency/City,Year,Land Area (km2),Population,GDP,Gini,HDI
TANA TORAJA,2020,2054.3,280794.0,7571142.15,0.348,68.75
LUWU UTARA,2020,7502.58,322919.0,13237249.37,0.344,69.57
LUWU TIMUR,2020,6944.88,296741.0,21529809.64,0.405,73.22
TORAJA UTARA,2020,1151.47,261086.0,9721428.13,0.384,69.33
KOTA MAKASAR,2020,175.77,1423877.0,178332992.8,0.4,82.25
KOTA PAREPARE,2020,99.33,151454.0,7323651.3,0.373,77.86
KOTA PALOPO,2020,247.52,184681.0,8025289.92,0.354,78.06
BUTON,2020,1648.04,114800.0,3816726.37,0.465,65.98
MUNA,2020,2057.69,214750.0,6983650.85,0.402,69.02
KONAWE,2020,6087.68,255640.0,10362225.67,0.335,71.35
KOLAKA,2020,3283.59,237130.0,25622949.15,0.32,73.45
KONAWE SELATAN,2020,4237.74,307470.0,11823219.79,0.316,68.2
BOMBANA,2020,3316.16,150160.0,6559653.39,0.339,66.05
WAKATOBI,2020,473.62,110880.0,4429269.33,0.336,69.48
KOLAKA UTARA,2020,3392.0,137000.0,8835243.98,0.354,69.31
BUTON UTARA,2020,1923.03,66270.0,3211187.78,0.376,67.87
KONAWE UTARA,2020,5101.76,67510.0,3966227.31,0.348,69.86
KOLAKA TIMUR,2020,3992.53,120330.0,4496336.7,0.312,67.02
KONAWE KEPULAUAN,2020,867.58,36900.0,1398579.7,0.331,65.41
MUNA BARAT,2020,1022.89,84200.0,2618031.13,0.369,65.08
BUTON TENGAH,2020,958.0,113960.0,2428673.5,0.285,64.37
BUTON SELATAN,2020,510.0,94680.0,2874729.8,0.367,64.93
KOTA KENDARI,2020,271.8,344540.0,22045697.95,0.374,83.53
KOTA BAUBAU,2020,295.07,158820.0,9075847.22,0.444,75.9
BOALEMO,2020,2567.36,145868.0,5490261.32,0.41,65.91
KAB GORONTALO,2020,2124.6,393107.0,13044896.59,0.41,66.92
POHUWATO,2020,4244.31,146432.0,6736096.55,0.41,65.37
BONE BOLANGO,2020,1984.31,162778.0,4648780.64,0.41,69.98
GORONTALO UTARA,2020,1777.02,124957.0,3429387.62,0.41,64.86
KOTA GORONTALO,2020,79.02,198539.0,8535980.21,0.41,77.13
MAJENE,2020,947.84,174407.0,4986821.27,0.361,66.91
POLEWALI MANDAR,2020,2022.3,478534.0,13272645.66,0.345,63.84
MAMASA,2020,3005.88,163383.0,2991984.64,0.444,66.02
MAMUJU,2020,4979.89,278764.0,11700056.01,0.373,68.15
MAMUJU UTARA / PASANGKAYU,2020,3043.75,188861.0,10287414.97,0.314,67.79
MAMUJU TENGAH,2020,3100.87,135280.0,3213398.65,0.314,65.71
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2020,4465.79,123572.0,2712525.22,0.32,62.86
MALUKU TENGGARA,2020,1031.81,121511.0,3260396.32,0.32,66.2
MALUKU TENGAH,2020,7953.81,423094.0,8719172.19,0.32,71.25
BURU,2020,4932.32,135238.0,2424732.26,0.32,68.95
KEPULAUAN ARU,2020,8152.42,102237.0,3503735.49,0.32,63.71
SERAM BAGIAN BARAT,2020,5033.38,212393.0,3029729.51,0.32,65.62
SERAM BAGIAN TIMUR,2020,6429.88,137972.0,2914079.35,0.32,64.12
MALUKU BARAT DAYA,2020,4581.06,81928.0,1670538.75,0.32,61.9
BURU SELATAN,2020,3780.56,75410.0,1418560.52,0.32,64.69
KOTA AMBON,2020,298.61,347288.0,14706629.91,0.32,80.84
KOTA TUAL,2020,254.39,88280.0,2491340.85,0.32,67.96
HALMAHERA BARAT,2020,1704.2,132349.0,2276383.81,0.239,65.31
HALMAHERA TENGAH,2020,2653.76,56802.0,3291698.44,0.328,65.42
KEPULAUAN SULA,2020,3304.32,104082.0,2507630.61,0.297,63.53
HALMAHERA SELATAN,2020,8148.9,248395.0,8714826.58,0.256,63.84
HALMAHERA UTARA,2020,3896.9,197638.0,5689636.66,0.283,67.5
HALMAHERA TIMUR,2020,6571.37,91707.0,3541281.12,0.296,66.75
PULAU MOROTAI,2020,2476.0,74436.0,1572463.55,0.254,62.5
PULAU TALIABU,2020,1469.93,58047.0,1481429.22,0.248,60.48
KOTA TERNATE,2020,111.39,205001.0,10480199.66,0.272,79.82
KOTA TIDORE KEPULAUAN,2020,1645.73,114480.0,2939566.79,0.258,70.53
FAKFAK,2020,14320.0,85197.0,5200934.32,0.397,68.36
KAIMANA,2020,16241.84,62256.0,2699399.61,0.407,65.0
TELUK WONDAMA,2020,3959.53,41644.0,1538381.19,0.41,60.21
TELUK BINTUNI,2020,20840.83,87083.0,31006052.11,0.39,64.55
MANOKWARI,2020,3186.28,192663.0,9327745.73,0.381,72.01
SORONG SELATAN,2020,6594.31,52469.0,1859607.07,0.444,62.42
SORONG,2020,6544.23,118679.0,10791867.4,0.416,65.74
RAJA AMPAT,2020,8034.44,64141.0,2983263.57,0.406,63.89
TAMBRAUW,2020,11529.18,28379.0,238735.82,0.351,53.45
MAYBRAT,2020,5461.69,42991.0,732067.73,0.387,59.52
MANOKWARI SELATAN,2020,2812.44,35949.0,832753.47,0.363,59.84
PEGUNUNGAN ARFAK,2020,2773.74,38207.0,226967.77,0.329,56.33
KOTA SORONG,2020,656.64,284410.0,15639292.75,0.288,78.45
MERAUKE,2020,44071.0,227411.0,16026177.57,0.38,70.09
JAYAWIJAYA,2020,13925.31,217887.0,8255378.36,0.342,58.03
JAYAPURA,2020,11157.15,131802.0,15974726.72,0.432,71.69
NABIRE,2020,11112.61,150308.0,11178380.9,0.349,68.83
KEPULAUAN YAPEN,2020,2050.0,101204.0,4150234.46,0.4,67.66
BIAK NUMFOR,2020,2602.0,152401.0,5223669.5,0.401,72.19
PANIAI,2020,6525.25,177410.0,4283393.78,0.38,56.31
PUNCAK JAYA,2020,5996.94,129300.0,1387234.12,0.376,48.37
MIMIKA,2020,21633.0,219689.0,63716335.09,0.339,74.19
BOVEN DIGOEL,2020,27108.0,69211.0,4820544.4,0.448,61.53
MAPPI,2020,24118.0,103292.0,2991706.66,0.427,58.15
ASMAT,2020,31983.69,97490.0,2569009.86,0.403,50.55
YAHUKIMO,2020,17152.0,190887.0,2504255.58,0.394,49.37
PEGUNUNGAN BINTANG,2020,15683.0,75788.0,1968754.16,0.448,45.44
TOLIKARA,2020,14564.0,139111.0,1672316.2,0.388,49.5
SARMI,2020,17742.0,40515.0,2937445.8,0.424,63.63
KEEROM,2020,8390.0,57100.0,2925043.71,0.396,66.4
WAROPEN,2020,10977.09,31514.0,2044753.02,0.346,64.94
SUPIORI,2020,678.32,20710.0,1042046.53,0.319,62.3
MAMBERAMO RAYA,2020,23813.91,24086.0,1722344.09,0.211,51.78
NDUGA,2020,12941.0,98595.0,1269942.27,0.187,31.55
LANNY JAYA,2020,6077.4,178995.0,1930042.15,0.281,47.86
MAMBERAMO TENGAH,2020,3743.64,48201.0,1213549.36,0.33,47.57
YALIMO,2020,4330.29,62605.0,1283663.57,0.362,48.34
PUNCAK,2020,8055.0,113204.0,1438051.2,0.302,43.04
DOGIYAI,2020,4237.4,97902.0,1355634.4,0.326,54.84
INTAN JAYA,2020,3922.02,49293.0,1273026.86,0.269,47.79
DEIYAI,2020,537.39,73199.0,1435664.55,0.357,49.46
KOTA JAYAPURA,2020,935.92,300192.0,32019125.94,0.278,79.94
SIMEULUE,2021,1821.75,93762.0,2440961.41,0.31,66.41
ACEH SINGKIL,2021,1852.82,128384.0,2702914.47,0.337,69.22
ACEH SELATAN,2021,4175.38,23463.0,5960868.39,0.295,67.44
ACEH TENGGARA,2021,4179.12,224119.0,5401589.45,0.247,69.44
ACEH TIMUR,2021,5409.41,427032.0,11654830.15,0.271,67.83
ACEH TENGAH,2021,4468.42,218684.0,7999947.6,0.29,73.37
ACEH BARAT,2021,2782.87,200579.0,10007107.86,0.295,71.67
ACEH BESAR,2021,2891.48,409527.0,14023478.15,0.296,73.58
PIDIE,2021,3177.49,439398.0,11322893.27,0.22,70.7
BIREUEN,2021,1796.99,439788.0,14056534.53,0.296,72.33
ACEH UTARA,2021,2705.26,608106.0,23192935.1,0.283,69.46
ACEH BARAT DAYA,2021,1882.28,152657.0,4134847.2,0.282,66.99
GAYO LUES,2021,5541.29,101102.0,2854808.79,0.264,67.56
ACEH TAMIANG,2021,2187.66,297522.0,8862480.82,0.276,69.48
NAGAN RAYA,2021,3524.16,170591.0,9185404.46,0.257,69.31
ACEH JAYA,2021,3872.35,94418.0,2851397.37,0.312,69.84
BENER MERIAH,2021,1907.4,164522.0,4961937.18,0.255,73.27
PIDIE JAYA,2021,939.0,160327.0,3669650.72,0.236,73.6
BANDA ACEH,2021,56.77,255029.0,19943395.17,0.347,85.71
SABANG,2021,122.06,42066.0,1596295.22,0.293,76.11
LANGSA,2021,224.24,188878.0,5748993.79,0.34,77.44
LHOKSEUMAWE,2021,132.97,189941.0,9422285.89,0.296,77.57
SUBULUSSALAM,2021,1183.6,92671.0,2102899.14,0.303,65.27
NIAS,2021,902.4,147794.0,4221862.94,0.245,62.74
MANDAILING NATAL,2021,6547.26,478062.0,14880421.96,0.24,67.19
TAPANULI SELATAN,2021,4201.04,303685.0,15471446.89,0.256,70.33
TAPANULI TENGAH,2021,2307.68,369300.0,10618746.39,0.292,69.61
TAPANULI UTARA,2021,3895.6,315222.0,8800075.99,0.277,73.76
TOBA SAMOSIR / TOBA,2021,2291.62,208754.0,8266129.67,0.272,75.39
LABUHAN BATU,2021,2772.38,499982.0,37606878.29,0.256,72.09
ASAHAN,2021,3737.83,777626.0,41994241.94,0.244,70.49
SIMALUNGUN,2021,4601.48,1003727.0,42576878.66,0.264,73.4
DAIRI,2021,2083.6,311665.0,9710798.66,0.227,71.84
KARO,2021,2206.88,409077.0,21824143.93,0.233,74.83
DELI SERDANG,2021,2581.23,1941374.0,115306307.7,0.263,75.53
LANGKAT,2021,6140.04,1034519.0,46301203.75,0.238,71.35
NIAS SELATAN,2021,2531.7,366163.0,7420629.16,0.241,62.35
HUMBANG HASUNDUTAN,2021,2351.51,199719.0,6356726.89,0.304,69.41
PAKPAK BHARAT,2021,1365.61,53315.0,1270714.86,0.242,67.94
SAMOSIR,2021,1850.04,137696.0,4755233.29,0.274,70.83
SERDANG BEDAGAI,2021,1949.18,662076.0,30418853.85,0.229,70.56
BATU BARA,2021,888.14,413171.0,37197713.59,0.24,68.58
PADANG LAWAS UTARA,2021,3945.56,263551.0,13137918.34,0.255,70.11
PADANG LAWAS,2021,3914.41,263719.0,13139141.72,0.253,68.64
LABUHAN BATU SELATAN,2021,3079.61,316798.0,30754125.33,0.232,71.69
LABUHAN BATU UTARA,2021,3686.01,385869.0,27400504.4,0.243,71.87
NIAS UTARA,2021,1238.06,14879.0,3875066.13,0.236,62.82
NIAS BARAT,2021,464.22,90585.0,2019877.91,0.224,61.99
KOTA SIBOLGA,2021,11.47,89932.0,5796108.12,0.276,73.94
KOTA TANJUNG BALAI,2021,60.07,17764.0,9632703.56,0.248,68.94
KOTA PEMATANG SIANTAR,2021,75.92,270768.0,14208225.58,0.308,79.17
KOTA TEBING TINGGI,2021,39.17,174969.0,6349945.28,0.344,75.42
KOTA MEDAN,2021,279.29,2460858.0,254721318.8,0.402,81.21
KOTA BINJAI,2021,93.77,295361.0,12317148.23,0.29,76.01
KOTA PADANGSIDIMPUAN,2021,159.3,227674.0,6784395.75,0.31,75.48
KOTA GUNUNGSITOLI,2021,208.68,136707.0,6017546.51,0.317,69.61
KEPULAUAN MENTAWAI,2021,5983.22,88389.0,4843813.95,0.321,61.35
PESISIR SELATAN,2021,6045.65,509618.0,14927572.58,0.253,70.03
SOLOK,2021,3590.4,394237.0,14178062.2,0.246,69.24
SIJUNJUNG,2021,3150.58,237313.0,9566572.91,0.27,67.86
TANAH DATAR,2021,1377.19,373693.0,13590935.7,0.25,72.46
PADANG PARIAMAN,2021,1342.27,433018.0,18455088.03,0.269,70.76
AGAM,2021,2226.27,534202.0,21351359.64,0.272,72.57
LIMA PULUH KOTA,2021,3273.41,385634.0,16182473.43,0.244,69.68
PASAMAN,2021,3902.44,303103.0,9433249.73,0.248,66.77
SOLOK SELATAN,2021,3282.14,184854.0,5777977.93,0.277,69.23
DHARMASRAYA,2021,2920.93,231217.0,10754664.96,0.268,71.76
PASAMAN BARAT,2021,3852.99,436313.0,15931875.79,0.261,68.76
KOTA PADANG,2021,694.38,913448.0,65179471.01,0.343,82.9
KOTA SOLOK,2021,58.72,74469.0,4251892.56,0.277,78.41
KOTA SAWAH LUNTO,2021,231.95,65687.0,3850697.74,0.295,72.88
KOTA PADANG PANJANG,2021,23.56,56971.0,3651118.22,0.306,77.97
KOTA BUKITTINGGI,2021,24.17,121588.0,9026564.58,0.286,80.7
KOTA PAYAKUMBUH,2021,74.55,141184.0,7303109.35,0.316,79.08
KOTA PARIAMAN,2021,64.77,95294.0,5258657.04,0.301,77.07
KUANTAN SINGINGI,2021,5457.86,339894.0,38769359.13,264.0,70.6
INDRAGIRI HULU,2021,7871.85,453241.0,47761636.02,305.0,70.01
INDRAGIRI HILIR,2021,13521.26,658025.0,73393634.02,297.0,66.63
PELALAWAN,2021,13262.11,399264.0,57618561.1,294.0,72.08
SIAK,2021,7805.54,466683.0,89636127.78,295.0,73.98
KAMPAR,2021,10352.8,857752.0,86455977.62,281.0,73.02
ROKAN HULU,2021,7658.15,570952.0,42177506.45,296.0,69.67
BENGKALIS,2021,8616.36,573504.0,139613491.4,273.0,73.58
ROKAN HILIR,2021,9068.46,646791.0,80102629.39,257.0,69.34
KEPULAUAN MERANTI,2021,3623.56,20946.0,21093086.19,278.0,65.7
KOTA PEKANBARU,2021,638.33,994585.0,126530123.1,391.0,81.58
KOTA DUMAI,2021,2059.61,323452.0,39946105.99,345.0,74.75
KERINCI,2021,3445.2,251900.0,11237959.76,0.28,71.45
MERANGIN,2021,7540.12,355700.0,17837616.79,0.29,69.53
SAROLANGUN,2021,5935.89,293600.0,16558802.07,320.0,70.25
BATANG HARI,2021,5387.52,306700.0,18809585.54,0.31,70.11
MUARO JAMBI,2021,5225.8,406800.0,27596969.47,320.0,69.55
TANJUNG JABUNG TIMUR,2021,4546.62,231800.0,21783617.19,0.25,64.91
TANJUNG JABUNG BARAT,2021,5546.06,320600.0,42080582.43,0.25,68.16
TEBO,2021,6103.74,340900.0,16951480.67,0.3,69.35
BUNGO,2021,4760.83,367200.0,20089145.85,0.3,70.15
KOTA JAMBI,2021,169.89,612200.0,31893581.19,0.35,79.12
KOTA SUNGAI PENUH,2021,364.92,97800.0,7980858.72,0.31,75.7
OGAN KOMERING ULU,2021,3774.5,371106.0,15731556.98,0.347,69.6
OGAN KOMERING ILIR,2021,17071.33,772742.0,31284659.12,0.299,67.17
MUARA ENIM,2021,6763.91,617846.0,69651968.07,0.337,68.86
LAHAT,2021,4333.07,434939.0,19515736.56,0.298,67.58
MUSI RAWAS,2021,6122.59,398732.0,20415494.66,0.277,67.01
MUSI BANYUASIN,2021,14550.79,62707.0,72744724.68,0.326,68.1
BANYU ASIN,2021,12262.76,843871.0,30993963.76,0.32,67.13
OGAN KOMERING ULU SELATAN,2021,4369.25,416616.0,9531358.4,0.291,65.34
OGAN KOMERING ULU TIMUR,2021,3412.72,653062.0,16244760.05,0.299,69.58
OGAN ILIR,2021,2302.86,419401.0,12050381.28,0.28,67.17
EMPAT LAWANG,2021,2234.1,343839.0,5392035.97,0.357,65.39
PENUKAL ABAB LEMATANG ILIR,2021,1842.56,197290.0,7527336.06,0.331,64.88
MUSI RAWAS UTARA,2021,5937.8,190420.0,7745107.6,0.28,64.93
KOTA PALEMBANG,2021,352.51,1686073.0,162137295.5,0.353,78.72
KOTA PRABUMULIH,2021,447.31,195748.0,8346926.47,0.382,74.67
KOTA PAGAR ALAM,2021,625.91,145266.0,3002935.38,0.328,68.68
KOTA LUBUKLINGGAU,2021,367.73,236828.0,7030467.87,0.361,74.89
BENGKULU SELATAN,2021,1219.22,170559.0,6196612.34,0.3,70.75
REJANG LEBONG,2021,1559.42,281748.0,10091527.86,0.35,70.77
BENGKULU UTARA,2021,4481.99,293465.0,9854645.73,0.31,69.28
KAUR,2021,2608.56,131606.0,3900866.44,0.28,67.17
SELUMA,2021,2432.16,213662.0,5053600.65,0.25,67.03
MUKOMUKO,2021,4138.68,190936.0,5693090.06,0.26,68.64
LEBONG,2021,1666.62,108856.0,3627781.81,0.27,67.46
KEPAHIANG,2021,738.97,152932.0,4748460.94,0.28,68.62
BENGKULU TENGAH,2021,1132.38,118561.0,5466242.46,0.25,67.96
KOTA BENGKULU,2021,150.35,374694.0,24974924.45,0.38,80.54
LAMPUNG BARAT,2021,2107.99,302749.0,7482740.24,0.281,67.9
TANGGAMUS,2021,2947.59,645807.0,16337174.45,0.265,66.65
LAMPUNG SELATAN,2021,2227.38,1071727.0,46426125.14,0.268,68.49
LAMPUNG TIMUR,2021,3860.92,1118115.0,43850059.63,0.284,69.66
LAMPUNG TENGAH,2021,4559.57,1477395.0,74335949.95,0.291,70.23
LAMPUNG UTARA,2021,2669.3,634117.0,24865074.77,0.275,67.89
WAY KANAN,2021,3522.11,476871.0,14661891.51,0.283,67.57
TULANGBAWANG,2021,3116.06,430630.0,24164764.55,0.292,68.73
PESAWARAN,2021,1288.08,481708.0,16845043.63,0.299,66.14
PRINGSEWU,2021,617.19,406823.0,11662927.85,0.277,70.45
MESUJI,2021,2200.41,229772.0,10894431.59,0.272,64.04
TULANG BAWANG BARAT,2021,1257.09,287707.0,11960549.91,0.282,66.22
PESISIR BARAT,2021,2939.6,163641.0,4896560.88,0.322,64.3
KOTA BANDAR LAMPUNG,2021,183.75,1184949.0,61525514.56,0.344,77.58
KOTA METRO,2021,73.21,169781.0,6576893.19,0.309,77.49
BANGKA,2021,3016.85,329911.0,16166007.55,0.256,72.46
BELITUNG,2021,2270.71,184004.0,11011041.86,0.256,72.57
BANGKA BARAT,2021,2851.41,206786.0,15431570.35,0.256,69.6
BANGKA TENGAH,2021,2259.98,201861.0,9372097.88,0.256,70.89
BANGKA SELATAN,2021,3598.24,200051.0,9776172.96,0.256,67.06
BELITUNG TIMUR,2021,2588.4,128564.0,8882481.99,0.256,71.42
KOTA PANGKAL PINANG,2021,104.54,221988.0,15375991.21,0.256,78.57
KARIMUN,2021,930.45,260620.0,14195741.34,0.307,71.7
BINTAN,2021,1317.15,168754.0,21251125.59,0.272,74.57
NATUNA,2021,1999.16,82656.0,20870156.14,0.3,73.09
LINGGA,2021,2210.82,101994.0,4499271.67,0.289,65.83
KEPULAUAN ANAMBAS,2021,627.03,47916.0,16697525.6,0.304,69.23
KOTA BATAM,2021,1034.73,1193088.0,172843903.8,0.334,81.12
KOTA TANJUNG PINANG,2021,150.37,227757.0,20099373.55,0.347,78.93
KEP SERIBU,2021,10.18,28240.0,8154516.93,0.245,72.1
KOTA JAKARTA SELATAN,2021,154.32,2233855.0,668427460.1,0.383,84.9
KOTA JAKARTA TIMUR,2021,182.7,3056300.0,500421580.7,0.374,82.97
KOTA JAKARTA PUSAT,2021,52.38,1066460.0,728074607.5,0.397,81.56
KOTA JAKARTA BARAT,2021,124.44,2440073.0,493802942.5,0.366,81.76
KOTA JAKARTA UTARA,2021,139.99,1784753.0,536002760.3,0.515,80.51
BOGOR,2021,2710.62,5327131.0,248892476.1,0.396,70.6
SUKABUMI,2021,4145.7,353631.0,70738039.35,0.343,67.07
CIANJUR,2021,3840.16,2437838.0,50137664.64,0.372,65.56
BANDUNG,2021,1767.96,2527854.0,130476828.5,0.386,72.73
GARUT,2021,3074.07,2628725.0,60836393.3,0.322,66.45
TASIKMALAYA,2021,2551.19,731606.0,39285636.36,0.378,65.9
CIAMIS,2021,1414.71,1263198.0,33688053.94,0.342,70.93
KUNINGAN,2021,1110.56,1198814.0,26919102.72,0.349,69.71
CIREBON,2021,984.52,2365048.0,52309936.87,0.339,69.12
MAJALENGKA,2021,1204.24,1323854.0,34200677.5,0.354,67.81
SUMEDANG,2021,1518.33,1165047.0,37250246.15,0.359,71.8
INDRAMAYU,2021,2040.11,1885172.0,81594848.56,0.321,67.64
SUBANG,2021,1893.95,1596179.0,42292910.51,0.329,69.13
PURWAKARTA,2021,825.74,1001338.0,70778245.68,0.388,70.98
KARAWANG,2021,1652.2,2406895.0,243713323.3,0.374,70.94
BEKASI,2021,1224.88,3022787.0,340389974.5,0.34,74.45
BANDUNG BARAT,2021,1305.77,1780767.0,48764313.89,0.356,68.29
PANGANDARAN,2021,1010.0,432599.0,12129690.95,0.32,68.28
KOTA BOGOR,2021,118.5,1091396.0,48325644.61,0.441,76.59
KOTA SUKABUMI,2021,48.25,353631.0,13053044.18,0.436,74.6
KOTA BANDUNG,2021,167.67,2527854.0,297116262.9,0.427,81.96
KOTA CIREBON,2021,37.36,343667.0,24506594.05,0.489,75.25
KOTA BEKASI,2021,206.61,2468448.0,101383360.7,0.401,81.95
KOTA DEPOK,2021,200.29,1893321.0,74382336.08,0.367,81.37
KOTA CIMAHI,2021,39.27,560746.0,34244468.76,0.415,78.06
KOTA TASIKMALAYA,2021,171.61,731606.0,22844023.67,0.414,73.31
KOTA BANJAR,2021,113.49,205732.0,4656636.12,0.341,71.92
CILACAP,2021,2124.47,1963824.0,109653598.2,0.34,70.42
BANYUMAS,2021,1335.3,1789630.0,56919815.96,0.364,72.44
PURBALINGGA,2021,677.55,1007794.0,26393807.46,0.365,69.15
BANJARNEGARA,2021,1023.73,1026866.0,22827887.3,0.365,67.86
KEBUMEN,2021,1211.74,1361913.0,29563144.02,0.35,70.05
PURWOREJO,2021,1091.49,773588.0,19602717.78,0.337,72.98
WONOSOBO,2021,981.41,886613.0,19856862.36,0.384,68.43
MAGELANG,2021,1102.93,1305512.0,34176312.43,0.384,70.12
BOYOLALI,2021,1008.45,1070247.0,34896960.78,0.364,74.4
KLATEN,2021,658.22,1267272.0,42271255.88,0.351,76.12
SUKOHARJO,2021,489.12,911603.0,38990458.19,0.373,77.13
WONOGIRI,2021,1793.67,1049292.0,30581452.94,0.356,70.49
KARANGANYAR,2021,775.44,938808.0,39157912.6,0.387,75.99
SRAGEN,2021,941.54,983641.0,40087775.48,0.313,74.08
GROBOGAN,2021,2013.86,1460873.0,28815024.86,0.348,70.41
BLORA,2021,1821.59,886147.0,26928608.47,0.32,69.37
REMBANG,2021,887.13,647766.0,20071106.77,0.332,70.43
PATI,2021,1489.19,1330983.0,45565935.33,0.332,72.28
KUDUS,2021,425.15,852443.0,108726467.8,0.328,75.16
JEPARA,2021,1059.25,1188510.0,32045698.36,0.329,72.36
DEMAK,2021,900.12,1212377.0,27649980.0,0.283,72.57
SEMARANG,2021,950.21,1059844.0,51796320.01,0.376,74.24
TEMANGGUNG,2021,837.71,794403.0,22627791.48,0.374,69.88
KENDAL,2021,1118.13,1025020.0,45164800.8,0.377,72.5
BATANG,2021,788.65,807005.0,23125755.99,0.303,68.92
PEKALONGAN,2021,837.0,976504.0,24030300.26,0.308,70.11
PEMALANG,2021,1118.03,1484209.0,27443892.73,0.333,66.56
TEGAL,2021,876.1,1608611.0,37334993.58,0.322,68.79
BREBES,2021,1902.37,1992685.0,48966236.57,0.35,66.32
KOTA MAGELANG,2021,16.06,121610.0,9178749.62,0.452,79.43
KOTA SURAKARTA,2021,46.01,522728.0,50371564.19,0.379,82.62
KOTA SALATIGA,2021,57.36,193525.0,14008905.62,0.411,83.6
KOTA SEMARANG,2021,373.78,1656564.0,204871001.7,0.427,83.55
KOTA PEKALONGAN,2021,45.25,308310.0,11460582.99,0.357,75.4
KOTA TEGAL,2021,39.68,275781.0,16017044.53,0.384,75.52
KULON PROGO,2021,586.27,443283.0,12599819.55,0.367,74.71
BANTUL,2021,506.86,998647.0,28123173.73,0.441,80.28
GUNUNG KIDUL,2021,1485.36,758168.0,20427097.24,0.323,70.16
SLEMAN,2021,574.82,1136474.0,49397607.49,0.425,84.0
KOTA YOGYAKARTA,2021,32.5,376324.0,38540649.0,0.464,87.18
PACITAN,2021,1389.92,589108.0,16381242.92,0.34,68.57
PONOROGO,2021,1305.7,955839.0,21350008.03,0.37,71.06
TRENGGALEK,2021,1147.22,734888.0,19198246.56,0.34,70.06
TULUNGAGUNG,2021,1055.65,1096588.0,40166674.57,0.33,73.15
BLITAR,2021,1336.48,1231013.0,37819725.54,0.35,71.05
KEDIRI,2021,1386.05,1644400.0,42692711.18,0.33,72.56
MALANG,2021,3530.65,2668296.0,107036381.2,0.37,70.6
LUMAJANG,2021,1790.9,1127094.0,33678623.82,0.31,66.07
JEMBER,2021,3092.34,2550360.0,81068836.11,0.34,67.32
BANYUWANGI,2021,3593.06,1718462.0,85918574.83,0.37,71.38
BONDOWOSO,2021,1525.97,778525.0,21052227.04,0.33,66.59
SITUBONDO,2021,1669.87,688337.0,21200850.96,0.32,67.78
PROBOLINGGO,2021,1696.21,1155894.0,35605523.95,0.33,66.26
PASURUAN,2021,1474.02,1611805.0,157150726.2,0.34,68.93
SIDOARJO,2021,634.38,2091930.0,210650178.1,0.35,80.65
MOJOKERTO,2021,717.83,1125522.0,87145023.17,0.29,74.15
JOMBANG,2021,1115.09,1325914.0,41747215.67,0.33,73.45
NGANJUK,2021,1224.25,1109683.0,28053330.72,0.31,71.97
MADIUN,2021,1037.58,750143.0,20024414.05,0.36,71.88
MAGETAN,2021,688.84,674133.0,19587872.44,0.36,74.15
NGAWI,2021,1295.98,873346.0,20814462.59,0.31,71.04
BOJONEGORO,2021,2198.79,1307602.0,84200914.33,0.34,69.59
TUBAN,2021,1834.15,1203127.0,65911734.22,0.34,68.91
LAMONGAN,2021,1782.05,1356027.0,41042888.64,0.29,73.12
GRESIK,2021,1191.25,1320570.0,144656069.9,0.31,76.5
BANGKALAN,2021,1001.44,1071712.0,24756707.15,0.3,64.36
SAMPANG,2021,1233.08,976020.0,20638846.36,0.27,62.8
PAMEKASAN,2021,792.24,853507.0,17659220.99,0.32,66.4
SUMENEP,2021,1998.54,1129822.0,35300157.05,0.29,67.04
KOTA KEDIRI,2021,63.4,287962.0,141467122.9,0.37,78.6
KOTA BLITAR,2021,32.57,150371.0,7113597.21,0.37,78.98
KOTA MALANG,2021,145.28,844933.0,76617344.92,0.41,82.04
KOTA PROBOLINGGO,2021,56.67,241202.0,11699903.01,0.3,73.66
KOTA PASURUAN,2021,35.29,209528.0,8491125.83,0.35,75.62
KOTA MOJOKERTO,2021,16.47,133272.0,6935632.33,0.33,78.43
KOTA MADIUN,2021,33.29,196917.0,14435427.95,0.34,81.25
KOTA SURABAYA,2021,350.54,2880284.0,590227115.8,0.35,82.31
KOTA BATU,2021,136.74,214653.0,16841143.98,0.31,76.28
PANDEGLANG,2021,2746.89,1288168.2,29843279.88,0.266,65.17
LEBAK,2021,3426.56,1407577.05,30804314.86,0.332,64.03
TANGERANG,2021,1011.86,3293995.65,145283676.5,0.294,72.29
SERANG,2021,1734.28,1647600.9,80231264.41,0.264,66.82
KOTA TANGERANG,2021,153.93,1911747.75,150139001.8,0.343,78.5
KOTA CILEGON,2021,175.5,441450.9,110497918.3,0.363,73.35
KOTA SERANG,2021,266.71,704391.6,33503984.71,0.34,72.44
KOTA TANGERANG SELATAN,2021,147.19,1365361.8,88065801.67,0.37,81.6
JEMBRANA,2021,849.13,321900.0,13510634.96,0.317,72.75
TABANAN,2021,849.31,465300.0,22021142.15,0.311,76.45
BADUNG,2021,398.75,549300.0,44882080.18,0.332,81.83
GIANYAR,2021,364.36,519500.0,25788227.04,0.333,77.7
KLUNGKUNG,2021,313.96,210100.0,8534432.93,0.346,71.75
BANGLI,2021,526.76,262500.0,6825455.95,0.285,69.37
KARANGASEM,2021,839.32,500800.0,16506624.87,0.318,67.36
BULELENG,2021,1322.75,806600.0,33363288.29,0.282,72.56
KOTA DENPASAR,2021,125.87,726600.0,49687176.87,0.375,84.03
